Timestamp	Sample	Block	Cover
1645732416145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732417149	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732418146	60.2,60.3,60.2,60.2,60.3,60.2	62.2,62.5,62.2,62.1,62.5,62.2	104.9
1645732419147	61.6,61.7,61.5,61.5,61.7,61.6	66.8,67.1,66.7,66.5,67.1,66.8	104.9
1645732420145	63.8,64.0,63.8,63.6,63.9,63.8	70.9,71.0,70.8,70.5,70.9,70.8	104.9
1645732421145	66.3,66.5,66.3,66.3,66.5,66.4	73.4,73.5,73.4,73.4,73.2,73.3	104.9
1645732422144	68.8,69.0,68.8,68.7,68.8,68.8	74.9,75.0,75.0,75.1,74.8,74.9	105.0
1645732423146	70.8,71.0,70.9,70.8,70.8,70.8	76.2,76.3,76.3,76.4,76.2,76.2	104.9
1645732424145	72.7,72.8,72.7,72.8,72.6,72.6	77.6,77.7,77.7,77.8,77.6,77.6	104.9
1645732425147	74.3,74.5,74.4,74.5,74.4,74.4	79.0,79.1,79.1,79.1,79.0,79.0	105.1
1645732426145	76.0,76.2,76.1,76.1,76.0,76.0	80.5,80.6,80.5,80.6,80.5,80.5	105.0
1645732427146	77.6,77.7,77.7,77.8,77.7,77.5	82.0,82.1,82.0,82.0,82.0,81.9	104.8
1645732428146	79.1,79.2,79.2,79.3,79.2,79.2	83.4,83.5,83.5,83.5,83.4,83.4	104.9
1645732429147	80.6,80.8,80.8,80.8,80.7,80.6	84.8,85.0,84.9,84.9,84.8,84.8	105.0
1645732430147	82.2,82.3,82.2,82.3,82.1,82.1	86.3,86.3,86.3,86.4,86.3,86.3	105.0
1645732431146	83.6,83.7,83.6,83.7,83.7,83.6	87.6,87.8,87.7,87.8,87.7,87.6	105.0
1645732432147	85.0,85.2,85.1,85.2,85.1,85.1	89.0,89.2,89.1,89.2,89.1,89.1	105.0
1645732433145	86.5,86.6,86.6,86.6,86.5,86.5	90.4,90.6,90.5,90.6,90.5,90.4	105.0
1645732434146	87.9,88.0,88.0,88.0,88.0,87.9	91.9,91.9,91.9,91.9,91.9,91.8	105.0
1645732435145	89.3,89.5,89.3,89.4,89.4,89.3	93.3,93.3,93.3,93.3,93.3,93.2	104.9
1645732436146	90.8,90.9,90.8,90.9,90.7,90.7	94.7,94.8,94.7,94.8,94.7,94.7	105.0
1645732437146	92.2,92.2,92.2,92.2,92.2,92.2	96.1,96.1,96.1,96.1,96.0,96.1	105.0
1645732438145	93.5,93.5,93.5,93.5,93.5,93.5	96.6,96.6,96.6,96.6,96.6,96.5	105.0
1645732439168	94.4,94.5,94.5,94.4,94.4,94.4	96.5,96.4,96.4,96.4,96.4,96.4	105.1
1645732440145	94.9,95.0,95.0,95.0,94.9,94.9	95.8,95.8,95.8,95.8,95.7,95.8	105.0
1645732441145	95.1,95.1,95.1,95.1,95.1,95.1	95.2,95.3,95.3,95.3,95.2,95.2	105.0
1645732442146	95.1,95.1,95.1,95.1,95.1,95.1	94.9,94.9,94.9,94.9,94.9,94.9	105.1
1645732443145	95.0,95.0,95.0,95.0,95.0,95.0	94.8,94.9,94.9,94.9,94.9,94.9	105.0
1645732444145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.1,95.0,95.1,95.0,95.0	105.0
1645732445144	95.0,95.0,95.0,95.0,95.0,95.0	95.1,95.1,95.1,95.1,95.1,95.1	105.0
1645732446145	95.0,95.1,95.0,95.1,95.0,95.0	95.1,95.1,95.1,95.1,95.0,95.1	105.1
1645732447145	95.0,95.0,95.0,95.1,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645732448145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645732449145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645732450145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645732451145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645732452146	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645732453145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645732454144	95.0,95.0,95.0,95.0,95.0,95.0	94.9,94.9,94.9,94.9,94.9,94.9	105.0
1645732455146	94.7,94.7,94.7,94.7,94.7,94.7	92.7,92.4,92.7,92.7,92.3,92.5	105.1
1645732456144	93.7,93.6,93.8,93.7,93.6,93.7	89.6,89.3,89.7,89.6,89.1,89.5	105.1
1645732457145	92.2,92.0,92.2,92.2,91.9,92.1	86.4,86.0,86.6,86.4,85.7,86.3	105.0
1645732458146	90.2,89.9,90.3,90.2,89.8,90.2	83.1,82.7,83.5,83.2,82.3,83.1	105.0
1645732459145	87.7,87.5,87.8,87.7,87.3,87.7	80.3,80.4,80.5,80.4,80.5,80.3	105.0
1645732460145	85.5,85.3,85.6,85.6,85.3,85.5	79.2,79.5,79.2,79.4,79.8,79.3	105.1
1645732461146	83.6,83.6,83.7,83.7,83.7,83.6	78.3,78.6,78.3,78.5,78.7,78.3	105.0
1645732462145	82.0,82.0,82.0,82.1,82.0,81.9	76.7,76.4,76.4,76.6,76.2,76.4	105.0
1645732463146	80.2,80.2,80.2,80.3,80.1,80.1	74.1,73.9,73.9,74.1,74.4,73.9	105.0
1645732464145	78.2,78.2,78.2,78.2,78.4,78.2	71.9,72.4,72.3,72.0,72.8,72.5	104.9
1645732465144	76.4,76.4,76.5,76.4,76.7,76.5	71.3,71.8,71.6,71.4,71.8,71.7	105.0
1645732466145	74.8,75.0,75.0,74.9,75.1,74.9	70.1,70.1,70.1,70.1,69.8,69.9	105.0
1645732467145	73.3,73.4,73.4,73.4,73.4,73.3	68.2,68.2,68.3,68.3,67.7,68.0	105.0
1645732468145	71.7,71.8,71.8,71.7,71.5,71.6	66.3,66.4,66.5,66.5,65.8,66.2	105.1
1645732469145	70.0,70.0,70.1,70.1,69.9,69.9	64.6,64.7,65.0,64.8,64.8,64.5	105.0
1645732470145	68.3,68.4,68.6,68.4,68.3,68.3	62.9,63.1,63.5,63.3,63.2,62.9	105.1
1645732471145	66.6,66.7,67.0,66.9,66.7,66.6	61.3,61.7,62.4,62.0,61.7,61.4	105.0
1645732472145	65.0,65.2,65.6,65.4,65.2,65.0	59.8,60.4,61.2,60.8,60.4,60.1	105.0
1645732473145	63.4,63.8,64.2,64.0,63.7,63.5	59.3,59.4,59.9,59.8,59.5,59.3	105.0
1645732474145	62.2,62.5,62.9,62.7,62.6,62.3	58.5,59.2,59.1,59.3,59.1,58.8	105.1
1645732475146	61.2,61.5,61.8,61.8,61.5,61.3	58.3,58.4,58.6,58.6,58.3,58.4	105.1
1645732476153	60.5,60.7,61.0,60.9,60.7,60.6	59.1,59.0,58.7,59.0,58.9,59.1	105.0
1645732477145	60.2,60.3,60.4,60.5,60.3,60.3	59.8,59.7,59.4,59.7,59.7,59.8	105.0
1645732478145	60.2,60.3,60.3,60.4,60.2,60.2	60.3,60.3,60.1,60.2,60.3,60.3	105.0
1645732479145	60.2,60.3,60.3,60.4,60.3,60.2	60.3,60.3,60.4,60.4,60.3,60.4	105.1
1645732480146	60.2,60.3,60.3,60.3,60.3,60.2	60.1,60.2,60.3,60.2,60.2,60.2	105.0
1645732481144	60.2,60.2,60.3,60.3,60.2,60.2	60.0,60.1,60.1,60.0,60.0,60.0	105.0
1645732482145	60.1,60.2,60.2,60.2,60.2,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732483145	60.1,60.1,60.1,60.1,60.1,60.1	60.0,60.0,59.9,60.0,60.0,60.0	104.8
1645732484145	60.1,60.1,60.1,60.1,60.1,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732485145	60.0,60.1,60.1,60.1,60.1,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732486145	60.0,60.0,60.0,60.1,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732487144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732488146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732489145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732490145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732491145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732492145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732493145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732494146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732495145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732496145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732497145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732498144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732499145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732500145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732501145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732502145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732503145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732504145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732505145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732506145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732507146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732508146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732509145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732510145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732511145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732512145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732513145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732514145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732515145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732516146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732517144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732518145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732519145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732520145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732521146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732522145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732523144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732524144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732525144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732526144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732527144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732528144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732529144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732530145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732531144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732532144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732533168	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732534145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.8
1645732535144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732536157	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732537145	60.2,60.2,60.2,60.2,60.2,60.2	61.8,61.9,61.7,61.7,62.2,61.9	104.9
1645732538145	61.4,61.4,61.3,61.3,61.6,61.4	66.4,66.5,66.2,65.9,66.9,66.5	105.0
1645732539145	63.6,63.6,63.6,63.3,63.8,63.7	70.5,70.6,70.4,70.1,70.7,70.6	104.9
1645732540146	66.2,66.3,66.1,65.9,66.3,66.2	73.2,73.3,73.2,73.2,73.2,73.1	104.9
1645732541145	68.6,68.6,68.5,68.4,68.7,68.5	74.8,74.9,74.9,75.0,74.8,74.7	104.9
1645732542146	70.6,70.7,70.6,70.6,70.7,70.7	76.1,76.2,76.2,76.2,76.1,76.1	104.9
1645732543145	72.4,72.6,72.5,72.5,72.5,72.5	77.4,77.5,77.5,77.6,77.5,77.4	104.9
1645732544145	74.2,74.3,74.2,74.3,74.3,74.2	78.9,78.9,78.9,79.0,79.0,78.9	105.0
1645732545145	75.9,75.9,75.9,75.9,76.0,75.9	80.4,80.5,80.4,80.5,80.5,80.3	105.0
1645732546145	77.4,77.5,77.5,77.5,77.5,77.4	81.8,81.9,81.8,82.0,81.9,81.8	104.9
1645732547145	79.0,79.1,79.0,79.1,79.1,79.0	83.3,83.3,83.3,83.3,83.4,83.3	104.9
1645732548145	80.5,80.6,80.5,80.6,80.6,80.5	84.7,84.8,84.7,84.8,84.8,84.7	105.0
1645732549145	82.0,82.0,82.1,82.1,82.1,82.0	86.1,86.2,86.1,86.2,86.2,86.2	105.0
1645732550145	83.4,83.6,83.5,83.6,83.6,83.5	87.5,87.6,87.5,87.6,87.7,87.5	105.0
1645732551145	84.9,85.0,84.9,85.0,85.0,85.0	89.0,89.0,88.9,89.0,89.0,88.9	104.9
1645732552145	86.4,86.4,86.3,86.4,86.5,86.4	90.3,90.4,90.3,90.4,90.4,90.3	105.0
1645732553145	87.8,87.8,87.8,87.8,87.9,87.8	91.7,91.8,91.8,91.8,91.8,91.7	104.9
1645732554145	89.2,89.3,89.2,89.3,89.3,89.2	93.2,93.2,93.2,93.2,93.3,93.2	105.1
1645732555145	90.6,90.7,90.6,90.7,90.7,90.7	94.6,94.6,94.6,94.6,94.7,94.6	105.0
1645732556145	92.0,92.1,92.1,92.1,92.1,92.1	96.0,96.0,96.0,96.0,96.0,96.0	105.0
1645732557145	93.4,93.4,93.4,93.4,93.4,93.4	96.6,96.6,96.6,96.6,96.6,96.7	105.1
1645732558154	94.4,94.4,94.4,94.4,94.4,94.4	96.4,96.5,96.5,96.5,96.4,96.5	105.0
1645732559147	94.9,94.9,94.9,94.9,94.9,94.9	95.8,95.9,95.9,95.9,95.8,95.8	105.1
1645732560147	95.1,95.1,95.1,95.2,95.1,95.1	95.2,95.4,95.3,95.4,95.2,95.3	105.1
1645732561147	95.1,95.1,95.1,95.2,95.1,95.1	94.9,94.9,94.9,95.0,94.9,94.9	105.1
1645732562147	95.0,95.1,95.0,95.1,95.0,95.0	94.8,94.9,94.8,94.9,94.9,94.8	105.0
1645732563146	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.1,95.0,95.0	105.0
1645732564144	95.0,95.0,95.0,95.1,95.0,95.0	95.1,95.1,95.1,95.1,95.1,95.1	105.0
1645732565145	95.0,95.1,95.0,95.1,95.0,95.0	95.1,95.1,95.1,95.1,95.1,95.1	105.1
1645732566146	95.0,95.0,95.0,95.1,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645732567145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645732568145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645732569146	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.1,95.0,95.0	105.0
1645732570145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645732571145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645732572144	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645732573146	95.0,95.0,95.0,95.0,95.0,95.0	94.9,94.9,95.0,94.9,94.9,94.9	105.0
1645732574145	94.7,94.7,94.7,94.7,94.7,94.7	92.7,92.4,92.8,92.6,92.3,92.6	105.0
1645732575145	93.7,93.6,93.8,93.7,93.5,93.7	89.6,89.3,89.9,89.5,89.1,89.6	105.0
1645732576145	92.2,92.0,92.3,92.2,91.9,92.2	86.4,86.1,86.8,86.4,85.7,86.5	105.0
1645732577145	90.2,89.9,90.4,90.1,89.8,90.3	83.2,82.7,83.7,83.1,82.2,83.3	105.0
1645732578145	87.8,87.5,88.1,87.7,87.3,87.8	80.2,80.3,80.7,80.3,80.4,80.3	104.9
1645732579145	85.5,85.3,85.7,85.5,85.3,85.5	79.0,79.5,79.2,79.2,79.8,79.1	105.0
1645732580145	83.6,83.6,83.8,83.6,83.6,83.7	78.3,78.5,78.3,78.4,78.7,78.3	105.1
1645732581145	81.9,82.0,82.1,82.0,81.9,81.9	76.5,76.4,76.4,76.4,76.2,76.4	105.0
1645732582145	80.0,80.1,80.2,80.1,80.1,80.2	73.9,73.9,73.9,73.9,74.3,73.9	105.1
1645732583145	78.1,78.2,78.3,78.2,78.3,78.1	72.6,72.7,72.6,72.7,73.5,72.5	105.1
1645732584145	76.5,76.6,76.6,76.6,76.7,76.5	71.9,71.9,71.8,71.9,71.5,71.8	105.0
1645732585144	75.0,75.1,75.0,75.1,75.0,75.0	70.0,70.0,70.0,70.0,69.3,70.0	105.0
1645732586146	73.4,73.4,73.5,73.4,73.3,73.4	68.1,68.1,68.2,68.2,67.5,68.1	105.0
1645732587145	71.7,71.8,71.8,71.8,71.5,71.7	66.3,66.4,66.5,66.4,66.2,66.3	105.1
1645732588145	70.0,70.0,70.1,70.1,69.9,70.0	64.5,64.7,64.9,64.8,64.5,64.6	105.0
1645732589145	68.3,68.4,68.5,68.5,68.2,68.3	62.9,63.0,63.4,63.2,62.8,63.0	105.1
1645732590145	66.6,66.7,66.9,66.8,66.6,66.7	61.4,61.6,62.1,61.9,61.6,61.6	105.0
1645732591145	65.0,65.2,65.5,65.4,65.0,65.1	60.0,60.3,61.0,60.8,60.1,60.2	105.0
1645732592145	63.5,63.6,64.1,63.9,63.5,63.6	59.2,59.4,59.9,59.8,59.5,59.4	105.0
1645732593145	62.3,62.5,62.8,62.7,62.3,62.5	58.6,59.0,59.3,59.3,58.8,59.1	105.0
1645732594145	61.2,61.4,61.8,61.7,61.3,61.4	58.4,58.3,58.7,58.6,58.5,58.2	105.0
1645732595148	60.5,60.6,60.9,60.9,60.6,60.6	59.1,59.0,58.8,59.0,59.2,58.8	105.0
1645732596145	60.2,60.3,60.5,60.5,60.4,60.2	59.7,59.7,59.5,59.7,60.0,59.6	105.0
1645732597145	60.2,60.2,60.3,60.4,60.3,60.1	60.3,60.3,60.1,60.2,60.3,60.2	105.0
1645732598145	60.2,60.2,60.3,60.4,60.3,60.2	60.3,60.4,60.4,60.4,60.3,60.4	105.0
1645732599145	60.2,60.3,60.3,60.3,60.3,60.2	60.1,60.2,60.3,60.2,60.1,60.2	105.1
1645732600145	60.2,60.2,60.3,60.3,60.2,60.2	60.0,60.0,60.1,60.0,60.0,60.0	105.1
1645732601145	60.1,60.2,60.2,60.2,60.2,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732602145	60.1,60.1,60.1,60.1,60.1,60.1	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732603145	60.1,60.1,60.1,60.1,60.1,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732604145	60.0,60.1,60.1,60.1,60.1,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732605145	60.0,60.0,60.0,60.1,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732606145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732607145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732608145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732609145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732610144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732611146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732612144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732613145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732614145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732615145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732616145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732617145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732618145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732619145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732620145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732621144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732622145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732623145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732624145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732625145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732626145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732627145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732628145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732629145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732630145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732631145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732632145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732633145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732634145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732635145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732636145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732637145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732638145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732639145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732640151	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732641146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732642144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645732643144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732644144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732645145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732646144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732647144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732648143	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732649145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732650144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732651144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732652168	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645732653145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732654145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732655159	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645732656145	60.2,60.2,60.2,60.2,60.2,60.2	61.9,62.0,61.8,61.7,62.1,61.8	104.9
